locusId	sysName	type	scaffoldId	begin	end	strand	name	desc
H16_RS01480	H16_RS01480	1	NC_008313	319207	319848	+		alpha/beta hydrolase
H16_RS01485	H16_RS01485	1	NC_008313	319911	321110	+		D-alanyl-D-alanine carboxypeptidase
H16_RS01490	H16_RS01490	1	NC_008313	321172	321477	+		DUF493 family protein
H16_RS01495	H16_RS01495	1	NC_008313	321591	322787	+		class I SAM-dependent rRNA methyltransferase
H16_RS01500	H16_RS01500	1	NC_008313	322807	324906	-		ATP-dependent helicase
H16_RS01505	H16_RS01505	1	NC_008313	325066	325602	-		TlpA family protein disulfide reductase
H16_RS01510	H16_RS01510	1	NC_008313	325714	326148	-		thioredoxin
H16_RS01515	H16_RS01515	1	NC_008313	326387	326989	+		hypothetical protein
H16_RS01520	H16_RS01520	1	NC_008313	327072	327719	+		lysine transporter LysE
H16_RS33990	H16_RS33990	1	NC_008313	327798	327986	+		hypothetical protein
H16_RS01525	H16_RS01525	1	NC_008313	327968	328690	-		GntR family transcriptional regulator
H16_RS01530	H16_RS01530	1	NC_008313	329083	331635	+		phosphoenolpyruvate--protein phosphotransferase
H16_RS01535	H16_RS01535	1	NC_008313	331699	333402	+		PTS N-acetyl-D-glucosamine transporter
H16_RS01540	H16_RS01540	1	NC_008313	333519	334583	+		porin
H16_RS01545	H16_RS01545	1	NC_008313	334626	335729	+		N-acetylglucosamine-6-phosphate deacetylase
H16_RS01550	H16_RS01550	1	NC_008313	335722	336753	+		SIS domain-containing protein
H16_RS01555	H16_RS01555	1	NC_008313	336812	338299	+		glucose-6-phosphate dehydrogenase
H16_RS01560	H16_RS01560	1	NC_008313	338359	339903	-		ATP-dependent protease
H16_RS01565	H16_RS01565	1	NC_008313	339984	340262	-		accessory factor UbiK family protein
H16_RS01570	H16_RS01570	1	NC_008313	340649	341446	+		hypothetical protein
H16_RS01575	H16_RS01575	1	NC_008313	341499	341837	+		P-II family nitrogen regulator
H16_RS01580	H16_RS01580	1	NC_008313	341870	343417	+		ammonium transporter
H16_RS01585	H16_RS01585	1	NC_008313	343971	345266	+		glutamate--cysteine ligase
H16_RS01590	H16_RS01590	1	NC_008313	345275	346228	+		glutathione synthase
H16_RS01595	H16_RS01595	1	NC_008313	346297	346752	+		PTS sugar transporter subunit IIA
H16_RS01600	H16_RS01600	1	NC_008313	346721	346990	+		HPr family phosphocarrier protein
H16_RS01605	H16_RS01605	1	NC_008313	347040	348800	+		phosphoenolpyruvate--protein phosphotransferase
H16_RS01610	H16_RS01610	1	NC_008313	348982	349320	+		bacterioferritin-associated ferredoxin
H16_RS01615	H16_RS01615	1	NC_008313	349446	349925	+		bacterioferritin
H16_RS01620	H16_RS01620	1	NC_008313	350117	351220	+		tRNA 2-selenouridine(34) synthase MnmH
H16_RS01625	H16_RS01625	1	NC_008313	351230	351994	-		molybdopterin-synthase adenylyltransferase MoeB
H16_RS01630	H16_RS01630	1	NC_008313	352258	353865	-		S41 family peptidase
H16_RS01635	H16_RS01635	1	NC_008313	354045	354791	-		2,3-diphosphoglycerate-dependent phosphoglycerate mutase
H16_RS01640	H16_RS01640	1	NC_008313	354979	355392	+		rhodanese-like domain-containing protein
H16_RS01645	H16_RS01645	1	NC_008313	355478	355735	+		glutaredoxin 3
H16_RS01650	H16_RS01650	1	NC_008313	355935	356453	+		protein-export chaperone SecB
H16_RS01655	H16_RS01655	1	NC_008313	356547	357563	+		NAD(P)-dependent glycerol-3-phosphate dehydrogenase
H16_RS01660	H16_RS01660	1	NC_008313	357600	358577	+		tripartite tricarboxylate transporter substrate binding protein
H16_RS01665	H16_RS01665	1	NC_008313	358594	359064	-		tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL
H16_RS01670	H16_RS01670	1	NC_008313	359148	359810	-		ComF family protein
H16_RS01675	H16_RS01675	1	NC_008313	359880	360947	+		methyltransferase domain-containing protein
H16_RS01680	H16_RS01680	1	NC_008313	361220	361729	+		DUF2244 domain-containing protein
H16_RS01685	H16_RS01685	1	NC_008313	361788	363050	+		cytochrome c oxidase subunit II
H16_RS01690	H16_RS01690	1	NC_008313	363089	364696	+		cytochrome c oxidase subunit I
H16_RS01695	H16_RS01695	1	NC_008313	364919	365530	+		cytochrome c oxidase assembly protein
H16_RS01700	H16_RS01700	1	NC_008313	365570	365794	+		DUF2970 domain-containing protein
H16_RS01705	H16_RS01705	1	NC_008313	365939	366799	+		cytochrome c oxidase subunit 3
H16_RS01710	H16_RS01710	1	NC_008313	366929	367138	-		twin transmembrane helix small protein
H16_RS01715	H16_RS01715	1	NC_008313	367137	367934	+		SURF1 family protein
H16_RS01720	H16_RS01720	1	NC_008313	367940	368638	+		cytochrome c oxidase subunit I
H16_RS01725	H16_RS01725	1	NC_008313	368649	369761	+		heme A synthase
H16_RS01730	H16_RS01730	1	NC_008313	369758	370702	+		protoheme IX farnesyltransferase
H16_RS01735	H16_RS01735	1	NC_008313	370831	371451	+		SCO family protein
H16_RS01740	H16_RS01740	1	NC_008313	371558	372484	-		RNA polymerase sigma factor RpoH
H16_RS01745	H16_RS01745	1	NC_008313	372825	373700	+		pirin family protein
H16_RS01750	H16_RS01750	1	NC_008313	373720	374712	-		DNA-binding protein YbiB
H16_RS01755	H16_RS01755	1	NC_008313	374822	375625	-		ABC transporter ATP-binding protein
H16_RS01760	H16_RS01760	1	NC_008313	375644	376549	-		nitrate ABC transporter, permease protein
H16_RS01765	H16_RS01765	1	NC_008313	376601	377911	-		nitrate ABC transporter substrate-binding protein
H16_RS01770	H16_RS01770	1	NC_008313	378277	378924	-		ANTAR domain-containing protein
H16_RS01775	H16_RS01775	1	NC_008313	379178	379879	+		FAA hydrolase family protein
H16_RS01780	H16_RS01780	1	NC_008313	379884	380531	+		maleylacetoacetate isomerase
H16_RS01785	H16_RS01785	1	NC_008313	380549	381709	-		signal recognition particle-docking protein FtsY
H16_RS01790	H16_RS01790	1	NC_008313	381928	383475	+		insulinase family protein
H16_RS01795	H16_RS01795	1	NC_008313	383485	384867	+		insulinase family protein
H16_RS01800	H16_RS01800	1	NC_008313	384950	385642	+		16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
H16_RS01805	H16_RS01805	1	NC_008313	385883	386368	+		pantetheine-phosphate adenylyltransferase
H16_RS01810	H16_RS01810	1	NC_008313	386437	386697	+		YfhL family 4Fe-4S dicluster ferredoxin
H16_RS01815	H16_RS01815	1	NC_008313	386799	388649	-		PhoX family phosphatase
H16_RS01820	H16_RS01820	1	NC_008313	388846	389442	-		aminoacyl-tRNA hydrolase
H16_RS01825	H16_RS01825	1	NC_008313	389594	390211	-		50S ribosomal protein L25
H16_RS01830	H16_RS01830	1	NC_008313	390344	391297	-		ribose-phosphate pyrophosphokinase
H16_RS01835	H16_RS01835	5	NC_008313	391392	391468	-		tRNA-Gln
H16_RS01840	H16_RS01840	1	NC_008313	391528	392406	-		4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
H16_RS01845	H16_RS01845	1	NC_008313	392415	393008	-		lipoprotein localization protein LolB
H16_RS01850	H16_RS01850	1	NC_008313	393102	395057	-		tetratricopeptide repeat protein
H16_RS01855	H16_RS01855	1	NC_008313	395212	396090	+		bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase
H16_RS01860	H16_RS01860	1	NC_008313	396369	398321	+		GTPase
H16_RS01865	H16_RS01865	1	NC_008313	398414	399592	+		A/G-specific adenine glycosylase
H16_RS01870	H16_RS01870	1	NC_008313	399597	400256	-		ATP-dependent protease
H16_RS01875	H16_RS01875	1	NC_008313	400348	401232	-		RNase adapter RapZ
H16_RS01880	H16_RS01880	1	NC_008313	401351	401752	-		hypothetical protein
H16_RS01885	H16_RS01885	1	NC_008313	401915	402886	-		HPr kinase/phosphorylase
H16_RS01890	H16_RS01890	1	NC_008313	402968	403423	-		PTS IIA-like nitrogen-regulatory protein PtsN
H16_RS01895	H16_RS01895	1	NC_008313	403880	404230	-		ribosome hibernation promoting factor
H16_RS01900	H16_RS01900	1	NC_008313	404279	405760	-		RNA polymerase factor sigma-54
H16_RS01905	H16_RS01905	1	NC_008313	405895	406695	-		LPS export ABC transporter ATP-binding protein
H16_RS01910	H16_RS01910	1	NC_008313	406764	407414	-		lipopolysaccharide transport periplasmic protein LptA
H16_RS01915	H16_RS01915	1	NC_008313	407482	408111	-		LPS export ABC transporter periplasmic protein LptC
H16_RS01920	H16_RS01920	1	NC_008313	408155	409138	-		KpsF/GutQ family sugar-phosphate isomerase
H16_RS01925	H16_RS01925	1	NC_008313	409280	411259	+		potassium transporter
H16_RS01930	H16_RS01930	1	NC_008313	411278	411652	-		aryl-sulfate sulfotransferase
H16_RS01935	H16_RS01935	1	NC_008313	411753	412331	-		DJ-1/PfpI family protein
H16_RS01940	H16_RS01940	1	NC_008313	412548	413120	+		adenine phosphoribosyltransferase
H16_RS01945	H16_RS01945	1	NC_008313	413164	413775	+		LysE family translocator
H16_RS01950	H16_RS01950	1	NC_008313	413945	415624	+		Na/Pi cotransporter family protein
H16_RS01955	H16_RS01955	1	NC_008313	415634	416119	-		membrane protein
H16_RS01960	H16_RS01960	1	NC_008313	416262	416855	+		histidine phosphatase family protein
H16_RS01965	H16_RS01965	1	NC_008313	416981	419842	-		excinuclease ABC subunit UvrA
H16_RS01970	H16_RS01970	1	NC_008313	420209	421459	+		MFS transporter
H16_RS01975	H16_RS01975	1	NC_008313	421642	422181	+		single-stranded DNA-binding protein
H16_RS01980	H16_RS01980	1	NC_008313	422351	423427	+		porin
H16_RS01985	H16_RS01985	1	NC_008313	423443	424429	+		tripartite tricarboxylate transporter substrate binding protein
H16_RS01990	H16_RS01990	1	NC_008313	424426	425361	+		BMP family ABC transporter substrate-binding protein
H16_RS01995	H16_RS01995	1	NC_008313	425389	426561	-		GGDEF domain-containing protein
H16_RS02000	H16_RS02000	1	NC_008313	426959	427297	+		membrane protein
H16_RS02005	H16_RS02005	1	NC_008313	427383	427676	-		hypothetical protein
H16_RS02010	H16_RS02010	1	NC_008313	428117	429121	+		collagen-like protein
H16_RS02015	H16_RS02015	1	NC_008313	429301	429801	+		potassium transporter Kef
H16_RS02020	H16_RS02020	7	NC_008313	429919	430119	+		hypothetical protein
H16_RS02025	H16_RS02025	1	NC_008313	430238	430588	+		hypothetical protein
H16_RS02030	H16_RS02030	1	NC_008313	430612	431520	-		MurR/RpiR family transcriptional regulator
H16_RS02035	H16_RS02035	1	NC_008313	431808	432329	+		prepilin-type N-terminal cleavage/methylation domain-containing protein
H16_RS02040	H16_RS02040	1	NC_008313	432332	432826	+		prepilin-type N-terminal cleavage/methylation domain-containing protein
H16_RS02045	H16_RS02045	1	NC_008313	432823	433446	+		type 4 fimbrial biogenesis transmembrane protein
H16_RS02050	H16_RS02050	1	NC_008313	433443	434486	+		type 4 fimbrial biogenesis PilW transmembrane
H16_RS02055	H16_RS02055	1	NC_008313	434521	435078	+		pilus assembly protein
H16_RS02060	H16_RS02060	1	NC_008313	435119	438391	+		type 4 fimbrial biogenesis PilY1 signal peptide
H16_RS02065	H16_RS02065	1	NC_008313	438402	439892	-		efflux transporter outer membrane subunit
H16_RS02070	H16_RS02070	1	NC_008313	439904	441067	-		ABC transporter permease
H16_RS02075	H16_RS02075	1	NC_008313	441064	442032	-		ABC transporter ATP-binding protein
H16_RS02080	H16_RS02080	1	NC_008313	442029	443009	-		HlyD family efflux transporter periplasmic adaptor subunit
H16_RS02085	H16_RS02085	1	NC_008313	443006	443701	-		TetR/AcrR family transcriptional regulator
H16_RS02090	H16_RS02090	1	NC_008313	443975	445255	+		carbohydrate porin
H16_RS02095	H16_RS02095	1	NC_008313	445271	446104	-		NADPH-dependent 7-cyano-7-deazaguanine reductase QueF
H16_RS02100	H16_RS02100	1	NC_008313	446122	447660	-		threonine ammonia-lyase, biosynthetic
H16_RS02105	H16_RS02105	1	NC_008313	447972	448775	+		trehalose-phosphatase
H16_RS02110	H16_RS02110	1	NC_008313	448789	450654	+		glycoside hydrolase family 15 protein
H16_RS02115	H16_RS02115	1	NC_008313	450703	452094	+		alpha,alpha-trehalose-phosphate synthase (UDP-forming)
H16_RS02120	H16_RS02120	1	NC_008313	452130	452474	+		4a-hydroxytetrahydrobiopterin dehydratase
H16_RS02125	H16_RS02125	7	NC_008313	452487	453093	-		molybdopterin-guanine dinucleotide biosynthesis protein MobA
H16_RS02130	H16_RS02130	1	NC_008313	453113	454150	-		XdhC family protein
H16_RS02135	H16_RS02135	1	NC_008313	454123	454680	-		carbon monoxide dehydrogenase subunit G
H16_RS02140	H16_RS02140	1	NC_008313	454671	455927	-		VWA domain-containing protein
H16_RS02145	H16_RS02145	1	NC_008313	455930	456826	-		MoxR family ATPase
H16_RS02150	H16_RS02150	1	NC_008313	456922	457722	-		xanthine dehydrogenase family protein subunit M
H16_RS02155	H16_RS02155	1	NC_008313	457750	460125	-		xanthine dehydrogenase family protein molybdopterin-binding subunit
H16_RS02160	H16_RS02160	1	NC_008313	460138	460626	-		(2Fe-2S)-binding protein
H16_RS02165	H16_RS02165	1	NC_008313	460973	461551	+		DedA family protein
H16_RS02170	H16_RS02170	1	NC_008313	461732	465706	+		DUF3683 domain-containing protein
H16_RS02175	H16_RS02175	1	NC_008313	465716	466153	+		HIT family protein
H16_RS02180	H16_RS02180	1	NC_008313	466277	468142	+		ABC transporter ATP-binding protein/permease
H16_RS02185	H16_RS02185	1	NC_008313	468215	468637	+		DUF971 domain-containing protein
H16_RS02190	H16_RS02190	1	NC_008313	468672	469403	+		bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE
H16_RS02195	H16_RS02195	1	NC_008313	469467	470456	+		Tim44 domain-containing protein
H16_RS02200	H16_RS02200	1	NC_008313	470587	471276	+		sterol-binding protein
H16_RS02205	H16_RS02205	1	NC_008313	471344	472921	+		ubiquinone biosynthesis regulatory protein kinase UbiB
H16_RS02210	H16_RS02210	1	NC_008313	472954	473574	+		methyltransferase domain-containing protein
H16_RS02215	H16_RS02215	1	NC_008313	473868	475304	+		sodium:solute symporter
H16_RS02220	H16_RS02220	1	NC_008313	475469	475813	+		FmdB family transcriptional regulator
H16_RS02225	H16_RS02225	1	NC_008313	475828	476541	+		DUF502 domain-containing protein
H16_RS02230	H16_RS02230	1	NC_008313	476608	478416	+		aspartate--tRNA ligase
H16_RS02235	H16_RS02235	1	NC_008313	478629	479540	+		membrane protein
H16_RS02240	H16_RS02240	1	NC_008313	479639	480127	+		dihydroneopterin triphosphate diphosphatase
H16_RS02245	H16_RS02245	1	NC_008313	480124	480906	+		endonuclease
H16_RS02250	H16_RS02250	1	NC_008313	480909	481424	-		molybdopterin-guanine dinucleotide biosynthesis protein B
H16_RS02255	H16_RS02255	1	NC_008313	481517	482860	+		cardiolipin synthase ClsB
H16_RS02260	H16_RS02260	1	NC_008313	482854	483129	-		hypothetical protein
H16_RS02265	H16_RS02265	1	NC_008313	483222	483812	+		TetR/AcrR family transcriptional regulator
H16_RS02270	H16_RS02270	1	NC_008313	483889	485676	+		acyl-CoA dehydrogenase
H16_RS02275	H16_RS02275	1	NC_008313	485753	488176	+		3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein
H16_RS02280	H16_RS02280	1	NC_008313	488198	489397	+		acetyl-CoA C-acyltransferase
H16_RS02285	H16_RS02285	1	NC_008313	489515	490471	+		hypothetical protein
H16_RS02290	H16_RS02290	1	NC_008313	490503	491279	+		enoyl-CoA hydratase
H16_RS02295	H16_RS02295	1	NC_008313	491370	491774	-		acyl-CoA thioesterase
H16_RS02300	H16_RS02300	1	NC_008313	491883	493781	+		ABC transporter ATP-binding protein/permease
H16_RS02305	H16_RS02305	1	NC_008313	494112	495128	+		taurine ABC transporter permease
H16_RS02310	H16_RS02310	1	NC_008313	495125	495979	+		ABC transporter ATP-binding protein
H16_RS02315	H16_RS02315	1	NC_008313	495992	496765	+		ABC transporter permease
H16_RS02320	H16_RS02320	1	NC_008313	496821	497804	+		LysR family transcriptional regulator
H16_RS02325	H16_RS02325	1	NC_008313	497908	499215	+		Glu/Leu/Phe/Val dehydrogenase
H16_RS02330	H16_RS02330	1	NC_008313	499482	500381	+		glutamate/aspartate ABC transporter substrate-binding protein
H16_RS02335	H16_RS02335	1	NC_008313	500445	501173	+		amino acid ABC transporter permease
H16_RS02340	H16_RS02340	1	NC_008313	501183	501866	+		glutamate/aspartate ABC transporter permease GltK
H16_RS02345	H16_RS02345	1	NC_008313	501863	502597	+		amino acid ABC transporter ATP-binding protein
H16_RS02350	H16_RS02350	1	NC_008313	502659	503489	-		class II glutamine amidotransferase
H16_RS02355	H16_RS02355	1	NC_008313	503628	504701	+		tartrate dehydrogenase
H16_RS02360	H16_RS02360	1	NC_008313	504698	506005	+		glycerate kinase
H16_RS02365	H16_RS02365	1	NC_008313	506050	507084	+		dihydroorotase
H16_RS02370	H16_RS02370	1	NC_008313	507105	507932	+		DUF3025 domain-containing protein
H16_RS02375	H16_RS02375	1	NC_008313	508362	508784	-		OsmC family protein
H16_RS02380	H16_RS02380	1	NC_008313	509507	509935	+		50S ribosomal protein L13
H16_RS02385	H16_RS02385	1	NC_008313	509948	510340	+		30S ribosomal protein S9
H16_RS02390	H16_RS02390	1	NC_008313	510596	511084	+		polymer-forming cytoskeletal family protein
H16_RS02395	H16_RS02395	1	NC_008313	511186	511554	+		iron-sulfur cluster insertion protein ErpA
H16_RS02400	H16_RS02400	1	NC_008313	511614	512411	-		phytanoyl-CoA dioxygenase
H16_RS02405	H16_RS02405	1	NC_008313	512502	513407	+		LysR family transcriptional regulator
H16_RS02410	H16_RS02410	1	NC_008313	513404	514534	-		anhydro-N-acetylmuramic acid kinase
H16_RS02415	H16_RS02415	1	NC_008313	514546	515937	-		M23 family metallopeptidase
H16_RS02420	H16_RS02420	1	NC_008313	516183	517424	+		tyrosine--tRNA ligase
H16_RS02425	H16_RS02425	1	NC_008313	517435	517896	+		D-tyrosyl-tRNA(Tyr) deacylase
H16_RS02430	H16_RS02430	1	NC_008313	517948	518595	+		YbhB/YbcL family Raf kinase inhibitor-like protein
H16_RS02435	H16_RS02435	1	NC_008313	518660	519334	+		histidine phosphatase family protein
H16_RS02440	H16_RS02440	1	NC_008313	519337	520062	-		VUT family protein
H16_RS02445	H16_RS02445	1	NC_008313	520230	520814	-		hypothetical protein
H16_RS02450	H16_RS02450	1	NC_008313	520859	521452	-		hypothetical protein
H16_RS02455	H16_RS02455	1	NC_008313	521655	522713	-		Holliday junction branch migration DNA helicase RuvB
H16_RS02460	H16_RS02460	1	NC_008313	522772	523353	-		Holliday junction branch migration protein RuvA
H16_RS02465	H16_RS02465	1	NC_008313	523432	524664	-		glycerophosphodiester phosphodiesterase
H16_RS02470	H16_RS02470	1	NC_008313	524745	525290	-		crossover junction endodeoxyribonuclease RuvC
H16_RS02475	H16_RS02475	1	NC_008313	525438	527012	-		bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase PurH
H16_RS02480	H16_RS02480	1	NC_008313	527035	527268	-		Fis family transcriptional regulator
H16_RS02485	H16_RS02485	1	NC_008313	527265	528326	-		tRNA dihydrouridine synthase DusB
H16_RS02490	H16_RS02490	1	NC_008313	528614	529852	-		UbiH/UbiF/VisC/COQ6 family ubiquinone biosynthesis hydroxylase
H16_RS02495	H16_RS02495	1	NC_008313	529833	530312	-		hypothetical protein
H16_RS02500	H16_RS02500	1	NC_008313	530309	531712	-		M24 family metallopeptidase
H16_RS02505	H16_RS02505	1	NC_008313	531819	532562	-		nucleotidyltransferase family protein
H16_RS02510	H16_RS02510	1	NC_008313	532562	532885	-		AzlD domain-containing protein
H16_RS02515	H16_RS02515	1	NC_008313	532882	533685	-		branched-chain amino acid ABC transporter permease
H16_RS02520	H16_RS02520	1	NC_008313	533690	534724	-		aminoglycoside phosphotransferase
H16_RS02525	H16_RS02525	1	NC_008313	534941	537382	+		LPS-assembly protein LptD
H16_RS02530	H16_RS02530	1	NC_008313	537392	538867	+		molecular chaperone SurA
H16_RS02535	H16_RS02535	1	NC_008313	538897	540000	+		4-hydroxythreonine-4-phosphate dehydrogenase PdxA
H16_RS02540	H16_RS02540	1	NC_008313	540018	540860	+		16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA
H16_RS02545	H16_RS02545	1	NC_008313	540917	541951	+		tryptophan--tRNA ligase
H16_RS02550	H16_RS02550	1	NC_008313	542004	542909	-		DMT family transporter
H16_RS02555	H16_RS02555	1	NC_008313	542922	543329	-		lactoylglutathione lyase
H16_RS02560	H16_RS02560	1	NC_008313	543413	544273	-		M48 family peptidase
H16_RS02565	H16_RS02565	1	NC_008313	544270	545034	-		1-acyl-sn-glycerol-3-phosphate acyltransferase
H16_RS02570	H16_RS02570	1	NC_008313	545076	545663	-		D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase
